Name,Country,DoB,PlayerNo
Ivan Milicevic,Bosnia And Herzegovina,16/07/1998,55641
Konstantinos Tzolakis,Greece,08/11/2002,55642
Apostolos-Ilias Martinis,Greece,08/01/2001,55643
Nikolaos Peios,Greece,17/06/1999,55644
George Neofytidis,Greece,28/07/2000,55645
Georgios Marinos,Greece,08/05/2000,55646
Alexandros Voilis,Greece,26/05/2000,55647
Alexander Barboza,Argentina,16/03/1995,55648
Luca Gemello,Italy,03/07/2000,55649
Muzaffer Cem Kablan,Turkey,01/01/2000,55650
Kristijan Sekulić,Slovenia,22/01/2000,55651
Luka Lipovec,Slovenia,13/09/2000,55652
Veron Salja,Slovenia,29/05/1998,55653
Joel Osikel,Nigeria,17/06/1998,55654
Deni Juric,Australia,03/09/1997,55655
Ebenezer Ofori,Ghana,01/07/1995,55656
Omar Mussa,Belgium,20/08/2000,55657
Luuk Brand,Netherlands,04/03/2000,55658
Diego Palacios,Ecuador,12/07/1999,55659
James McGarry,New Zealand,09/04/1998,55660
Victor van den Bogert,Netherlands,12/08/1999,55661
Jarno Abbel,Netherlands,14/01/1999,55662
Robin Lauwers,Netherlands,18/03/1999,55663
Karim Coulibaly,France,03/06/1993,55664
Kristófer Kristinsson,Iceland,07/04/1999,55665
Asumah Abubakar,Portugal,10/05/1997,55668
Álex Pachón,Spain,17/07/2000,55669
Ousseynou Thioune,Senegal,16/11/1993,55670
Lewis McGeoch,England,01/01/2000,55678
Josh Scott,England,20/09/2001,55679
Mark Sykes,Northern Ireland,04/08/1997,55680
Leo Smith,Wales,15/05/1998,55681
Adrián Tellado,Spain,05/02/1999,55682
Abdi Sharif,England,01/01/2001,55685
Will Tizzard,England,05/11/2002,55687
Toby Cullins,England,TBD,55690
Kole Lambert,England,TBD,55691
Louie Hoizman,England,TBD,55692
Lucas Reed,England,06/01/2003,55693
Andy Nelson,England,TBD,55694
Soiyir Sanati,England,TBD,55695
Harry Perritt,England,12/06/2000,55696
Finlay Hayhurst,Australia,10/01/1998,55697
Luca Connell,Ireland,20/04/2001,55698
Luka Racic,Denmark,08/05/1999,55699
Bryan Gil,Spain,11/02/2001,55700
Nathan Minhas,England,TBD,55701
Nathan Newall,England,11/10/2001,55702
Mohamad Sylla,France,01/12/1993,55703
Kun Temenuzhkov,Bulgaria,05/01/2019,55704
Louis Yamaguchi,Japan,28/05/1998,55708
Hugo Vallejo,Spain,15/02/2000,55709
Jasper Schendelaar,Netherlands,02/09/2000,55713
Joey Roggeveen,Netherlands,20/03/1998,55714
Henri Weigelt,Germany,17/01/1998,55715
Mauro Savastano,Netherlands,16/04/1997,55716
Jamie Jacobs,Netherlands,03/12/1997,55717
Kenzo Goudmijn,Netherlands,18/12/2001,55718
Joe Kuzminsky,United States,26/01/1994,55721
Robert Beebe,United States,23/09/1992,55722
Jay Bolt,United States,06/12/1994,55723
Skylar Thomas,Canada,27/07/1993,55724
Leland Archer,Trinidad And Tobago,08/01/1996,55725
Vincenzo Candela,Colombia,28/09/1994,55726
Nicholas Rittmeyer,United States,13/10/1993,55727
Ryan Arambula,United States,19/12/1993,55728
Angelo Kelly-Rosales,Honduras,25/01/1993,55729
Tah Anunga,Cameroon,10/08/1996,55730
Kotaro Higashi,Japan,21/09/1989,55731
Ian Svantesson,United States,31/08/1993,55732
Mark Village,Canada,25/11/1991,55733
Nathmi Albadawi,Palestine,24/08/1991,55734
Danni Konig,Denmark,17/12/1986,55735
Samuel Vines,United States,31/05/1999,55737
Deklan Wynne,New Zealand,20/03/1995,55738
Johan Blomberg,Sweden,14/06/1987,55739
Sam Hamilton,United States,27/07/1995,55740
Cole Bassett,United States,28/07/2001,55741
Enzo Martinez,United States,29/09/1990,55742
Niki Jackson,United States,25/08/1995,55743
Sadik Ciftpinar,Turkey,01/01/1993,55746
Dennis Gorka,Germany,02/04/2002,55747
Nick Galle,Germany,14/09/1998,55748
Marko Antunic,Serbia,TBD,55749
Stijn van Gassel,Netherlands,18/10/1996,55750
Stefan Tielemans,Netherlands,12/04/1997,55751
Jamie Watt,Netherlands,11/01/1994,55752
Bart Meijers,Netherlands,10/01/1997,55753
Dylan de Braal,Netherlands,19/08/1994,55754
Joeri Poelmans,Belgium,08/09/1995,55755
Maiky Fecunda,Netherlands,04/08/1995,55756
Jeroen Verkennis,Netherlands,20/12/1998,55757
Nick de Louw,Netherlands,09/02/1998,55758
Dion van Horne,Netherlands,02/02/1999,55759
Steven Edwards,Netherlands,15/01/1991,55760
Bodi Brusselers,Netherlands,12/12/1998,55761
Dean Koolhof,Netherlands,15/12/1994,55762
Bram Zwanen,Netherlands,23/03/1998,55763
Koen Wesdorp,Netherlands,09/11/1997,55764
Jordan van der Gaag,Netherlands,03/01/1999,55765
Diego Snepvangers,Netherlands,03/06/1998,55766
Arne Naudts,Belgium,27/11/1993,55767
Daan Ibrahim,Netherlands,08/12/1995,55768
Richelor Sprangers,Haiti,10/02/1998,55769
Marijn van Heugten,Netherlands,06/06/1997,55770
Juul Respen,Netherlands,21/10/1998,55771
Anthony Koura,Burkina Faso,06/05/1993,55774
Sixten Mohlin,Sweden,17/01/1996,55775
Lucas Paquetá,Brazil,27/08/1997,55776
Jason Beaulieu,Canada,12/02/1994,55777
James Pantemis,Canada,21/02/1997,55778
Daniel Kinumbe,Canada,15/02/1999,55779
Clement Bayiha,Canada,08/03/1999,55780
Rudy Camacho,France,05/03/1991,55781
Zakaria Diallo,France,13/08/1986,55782
Samuel Piette,Canada,12/11/1994,55783
Ken Krolicki,United States,15/03/1996,55784
Mathieu Choinière,Canada,07/02/1999,55785
Kader Bamba,France,25/05/1994,55788
Marcos López,Peru,20/11/1999,55789
Marius Funk,Germany,01/01/1996,55790
Leon Schaffran,Germany,31/07/1998,55791
Richard Magyar,Sweden,03/05/1991,55792
Maximilian Sauer,Germany,15/05/1994,55793
Tobias Mohr,Germany,24/08/1995,55794
Maximilian Bauer,Germany,09/02/2000,55795
David Raum,Germany,22/04/1998,55796
Patrick Sontheimer,Germany,03/07/1998,55797
Daniel Keita-Ruel,Germany,21/09/1989,55798
Franco Fragueda,Argentina,25/07/2000,55801
Fernando Bersano,Argentina,03/01/1997,55802
Leonel Rivas,Argentina,04/12/1999,55803
Caleb Patterson-Sewell,United States,20/05/1987,55804
Mitchell Taintor,United States,11/09/1994,55805
Julian Dunn-Johnson,Canada,11/07/2000,55806
Auro,Brazil,23/01/1996,55807
Liam Fraser,Canada,13/02/1998,55808
Ryan Telfer,Canada,04/03/1994,55809
Aidan Daniels,Canada,06/09/1998,55810
Ayo Akinola,United States,20/01/2000,55811
Stefan Marinovic,New Zealand,07/10/1991,55812
Roberto Domínguez,El Salvador,09/05/1997,55813
Michael Baldisimo,Canada,13/04/2000,55814
David Norman,Canada,31/05/1998,55815
Simon Colyn,Canada,23/03/2002,55816
Thelonius Bair,Canada,27/08/1999,55817
Anthony Blondell,Venezuela,17/05/1994,55818
Benjamin Girth,Germany,31/01/1992,55819
Khalid Boutaïb,Morocco,24/04/1987,55820
Will Seymore,United States,29/02/1992,55823
Anton Kralj,Sweden,12/03/1998,55824
Ousseynou Ba,Senegal,11/11/1995,55825
Serdar Dursun,Germany,19/10/1991,55826
Mariano Miño,Argentina,28/03/1994,55828
Ali Ghazal,Egypt,01/02/1992,55829
Myer Bevan,New Zealand,23/04/1997,55830
Mario Schragl,Austria,31/01/1999,55832
David Pisot,Germany,06/07/1987,55833
Tim Kircher,Germany,10/03/1999,55834
Alexander Groiß,Germany,01/07/1998,55835
Christoph Kobald,Austria,18/08/1997,55836
Eric Jansen,Germany,02/05/2000,55837
Alexander Siebeck,Germany,03/11/1993,55838
Burak Camoglu,Turkey,05/10/1996,55839
Manuel Stiefler,Germany,25/07/1988,55840
Martin Röser,Germany,13/08/1990,55841
Janis Hanek,Germany,12/02/1999,55842
Nathaniel Amamoo,Germany,23/08/1997,55843
Dominik Stroh-Engel,Germany,27/11/1985,55844
Anton Fink,Germany,31/07/1987,55845
Malik Batmaz,Turkey,17/03/2000,55846
Valentino Vujinovic,Germany,20/02/1999,55847
Florent Muslija,Germany,06/07/1998,55851
Severin Buchta,Germany,14/02/1997,55852
Nathan Harness,England,TBD,55853
Rob Horgan,England,04/01/2018,55854
Cheikh Niasse,France,TBD,55859
Teddy Okou,France,15/05/1998,55860
Fernando,Brazil,08/01/1993,55865
Lewis Bradley,England,29/05/2001,55866
Jack Leask,England,09/04/2001,55867
Jamaine Turner,England,24/12/2001,55868
Petar Durin,Croatia,04/03/2001,55869
Ludvig Öhman,Sweden,09/10/1991,55877
Giovanni Troupée,Netherlands,20/03/1998,55879
Maarten Rieder,Netherlands,29/09/1999,55880
Seraphim Yiannikoglou,Greece,25/03/1993,55882
Michailakis Bousis,Greece,02/01/1999,55883
Bekir Demircan,Turkey,25/01/1991,55884
Ahmet Das,Turkey,05/04/2000,55885
Ismet Benli,Turkey,01/03/1989,55886
Turker Toptas,Turkey,30/05/1984,55887
Mehmet Sedef,Turkey,05/08/1987,55888
Bayram Çetin,Turkey,17/07/1985,55889
Gokhan Kardes,Turkey,15/05/1997,55890
Nazmi Candogan,Turkey,05/04/1989,55891
Ali Kılıc,Turkey,15/02/1990,55892
Abdulkadir Kuzey,Turkey,12/04/1991,55893
Fatih Tutulmaz,Turkey,03/01/1999,55894
Osman Paşa Zorlu,Turkey,15/07/1999,55895
Yasin Yener,Turkey,05/09/1988,55897
Metin Yuksel,Turkey,08/03/1990,55898
Timuçin Ascigil,Turkey,11/01/1986,55899
Tashkin Ilter,Azerbaijan,05/07/1994,55900
Furkan Sahin,Turkey,01/03/2002,55901
Erdi Zengin,Turkey,28/06/1988,55902
Oltan Karakullukcu,Turkey,07/07/1991,55903
Ersel Asliyuksek,Turkey,18/03/1993,55904
Sinan Özkan,Turkey,22/03/1986,55905
Theo,Senegal,18/07/1990,55906
Onur Toprak,Turkey,02/07/1995,55907
Aykut Uluc,Turkey,10/01/1993,55908
Enes Ata,Turkey,17/02/1996,55909
Derrick Sasraku,Ghana,12/04/1994,55910
Oguzhan Acil,Turkey,27/05/2000,55911
Ali Osman Karnapoglu,Turkey,30/04/1999,55912
Berkay Sefa Kara,Turkey,27/03/1999,55913
Koray Kilinc,Turkey,04/03/2000,55914
David Tejero,Spain,05/03/1996,55915
Iñigo Vicente,Spain,06/01/1998,55916
Lassina Traore,Burkina Faso,12/01/2001,55924
Rio Hillen,Netherlands,05/03/2003,55925
Fedde De Jong,Netherlands,13/06/2003,55926
Mohamed Taabouni,Netherlands,29/03/2002,55927
Yusuf Barasi,Netherlands,31/03/2003,55928
Skander Labidi,Tunisia,13/05/1999,55929
Chiheb Salhi,Tunisia,24/06/1999,55930
Rodrigue Kossi,Benin,11/07/2000,55931
Sanad Khemissi,Tunisia,27/09/1999,55932
Bassirou Compaore,Burkina Faso,23/04/1998,55933
Zipper,Netherlands Antilles,TBD,55934
Marcão,Brazil,05/06/1996,55935
Emre Tasdemir,Turkey,08/08/1995,55936
Bence Varga,Hungary,09/01/1996,55937
László Horváth,Hungary,23/02/1988,55938
Benedek Varju,Hungary,21/05/2001,55939
Bence Deutsch,Hungary,04/08/1992,55940
Béla Balogh,Hungary,30/12/1984,55941
Gergo Gengeliczki,Hungary,08/06/1993,55942
Ákos Baki,Hungary,24/08/1994,55943
George Ikenne,Nigeria,29/10/1991,55944
Anton Bidzilya,Hungary,07/06/2000,55945
Slobodan Mihajlovic,Austria,15/03/1997,55946
Gergely Kapronczai,Georgia,04/03/2001,55947
Bálint Vogyicska,Hungary,27/02/1998,55948
Andras Schafer,Hungary,13/04/1999,55949
István Bognár,Hungary,05/05/1991,55950
József Kanta,Hungary,24/03/1984,55951
Máté Katona,Hungary,22/06/1997,55952
Ákos Zuigéber,Hungary,08/11/2002,55953
Daniel Gera,Hungary,29/08/1995,55954
Tamas Kulcsar,Hungary,13/10/1982,55955
Zakaria Aboukhlal,Netherlands,18/02/2000,55957
Serkan Asan,Turkey,28/04/1999,55959
Balázs Farkas,Hungary,24/04/1988,55960
Takacs Ronald,Hungary,26/01/1998,55961
Szelin Jevgen,Hungary,09/05/1988,55962
Toprak Yuruk,Turkey,01/01/2000,55964
Mats Knoester,Netherlands,19/11/1998,55965
Stephan Mensah,Germany,01/06/2000,55966
Ben Greenwood,England,TBD,55968
Amr Badhawi,England,14/09/2001,55969
George Waites,England,TBD,55972
Josh Coburn,England,TBD,55973
Daniele Buzzegoli,Italy,07/05/1983,55974
Pablo Rey,Spain,29/09/1997,55982
Antón Escobar,Spain,16/06/1998,55983
Cameron Allen,England,TBD,55986
Edward Wagner,United States,TBD,55987
Ko Itakura,Japan,27/01/1997,55989
Fernando Coniglio,Argentina,24/11/1991,55990
Sam Agius,England,09/03/2002,55991
Jaume Grau,Spain,05/05/1997,55996
José Manuel Irizo,Spain,29/01/1998,55997
Paul Akouokou,Cote D'Ivoire,20/12/1997,55998
Víctor Campuzano,Spain,31/05/1997,55999
Iván Martín,Spain,14/02/1999,56000
Gerald Ehrmann,Germany,18/02/1959,56017
Andreas Reinke,Germany,10/01/1969,56018
Andreas Brehme,Germany,09/11/1960,56019
Martin Wagner,Germany,24/02/1968,56020
Oliver Schäfer,Germany,27/02/1969,56021
Miroslav Kadlec,Czech Republic,22/06/1964,56022
Roger Lutz,Germany,15/07/1964,56023
Mario Kern,Germany,16/08/1969,56024
Harry Koch,Germany,15/11/1969,56025
Christoph Dengel,Germany,20/01/1974,56026
Claus-Dieter Wollitz,Germany,19/07/1965,56027
Dirk Flock,Germany,23/05/1972,56028
Thomas Riedl,Germany,18/06/1976,56029
Arílson,Brazil,11/06/1973,56030
Dirk Anders,Germany,26/09/1966,56031
Thomas Hengen,Germany,22/09/1974,56032
Axel Roos,Germany,19/08/1964,56033
Uwe Wegmann,Germany,14/01/1964,56034
Frank Greiner,Germany,03/07/1966,56035
Pavel Kuka,Czech Republic,09/07/1968,56036
Horst Siegl,Czech Republic,15/02/1969,56037
Olaf Marschall,Germany,19/03/1966,56038
Jürgen Rische,Germany,30/10/1970,56039
Zaur Khapov,Russia,21/10/1964,56041
Oleg Kornienko,Kazakhstan,28/05/1973,56042
Aslan Datdeev,Russia,17/10/1973,56043
Murtaz Shelia,Georgia,25/03/1969,56044
Sergey Anotolyevich Timofeev,Russia,05/03/1965,56045
Artur Pagayev,Russia,28/12/1971,56046
Omar Tetradze,Russia,13/10/1969,56047
Sergey Gorlukovich,Russia,18/11/1961,56048
Alan Agayev,Russia,30/03/1977,56049
Inal Dzhioyev,Russia,05/11/1969,56050
Mirdjalol Kasimov,Uzbekistan,17/09/1970,56051
Igor Yanovski,Russia,03/08/1974,56052
Sergey Derkach,Russia,14/11/1966,56053
Bakhva Tedeyev,Russia,18/09/1969,56054
Zaza Revishvili,Georgia,23/09/1968,56055
Robert Bitarov,Russia,23/03/1976,56056
Nazim Suleymanov,Azerbaijan,17/02/1965,56057
Anatoliy Kanischev,Russia,11/12/1971,56058
Tamerlan Sikoyev,Russia,31/08/1976,56059
Lionel Charbonnier,France,25/10/1966,56060
Fabien Cool,France,25/08/1972,56061
Alexandre Dujeux,France,08/01/1976,56062
Christophe Remy,France,06/08/1971,56063
Franck Silvestre,France,05/04/1967,56064
Laurent Ciechelski,France,04/06/1971,56065
Frederic Danjou,France,28/09/1974,56066
Eric Assati,France,29/08/1974,56067
Jean-Sébastien Jaurès,France,30/09/1977,56068
Johan Radet,France,24/11/1976,56069
Philippe Violeau,France,19/08/1970,56070
Desiré Périatambée,Mauritius,15/10/1975,56071
Abdelhafid Tasfaout,Algeria,11/02/1969,56072
Christophe Cocard,France,23/11/1967,56073
Corentin Martins,France,11/07/1969,56074
Christian Henna,France,10/03/1972,56075
Joël André,France,25/05/1972,56076
Yann Lachuer,France,05/08/1972,56077
Franck Rabarivony,Madagascar,15/11/1970,56078
Sabri Lamouchi,France,09/11/1971,56079
Kuami Agboh,Togo,28/12/1978,56080
Thomas Deniaud,France,31/08/1971,56081
Arnaud Gonzalez,France,24/08/1977,56082
Fabrice Lepaul,France,17/11/1976,56083
Fernand Schaber,Luxembourg,12/02/1966,56085
Nico Konsbrück,Luxembourg,03/12/1964,56086
Georges Eiden,Luxembourg,11/05/1968,56087
Alex Wilhelm,Luxembourg,30/04/1968,56088
Luc Holtz,Luxembourg,14/06/1969,56089
Jean-Pierre Vanek,Luxembourg,19/01/1969,56090
Carlo Weis,Luxembourg,04/12/1958,56091
Jaba,Portugal,02/10/1968,56092
Carlos De Pina,Portugal,04/01/1976,56093
Etienne Delangre,Belgium,12/02/1963,56094
John Heiles,Luxembourg,25/07/1967,56095
Ralph Ferron,Luxembourg,13/05/1972,56096
Robert Peters,Luxembourg,14/04/1973,56097
Theo Scholten,Luxembourg,04/01/1963,56098
Esmir Muratovic,Bosnia And Herzegovina,23/08/1969,56099
Claude Libar,Luxembourg,16/01/1977,56100
Frank Deville,Luxembourg,12/08/1970,56101
Gabriel Lopes,Brazil,20/01/1964,56102
Patrick Gomes,Luxembourg,07/09/1976,56103
Patrick Posing,Luxembourg,09/09/1971,56104
Markus Krahen,Germany,11/03/1965,56105
Luc Biver,Luxembourg,26/03/1976,56106
Angoy,Spain,22/05/1996,56107
Vítor Baía,Portugal,15/10/1969,56108
Julen Lopetegui,Spain,28/08/1966,56109
Carles Busquets,Spain,19/07/1967,56110
Fernández Abelardo,Spain,19/03/1970,56111
Luis Cembranos,Spain,06/06/1972,56112
José Maria Bakero,Spain,11/02/1963,56113
Guillermo Amor,Spain,04/12/1967,56114
Iván Iglesias,Spain,16/12/1971,56115
Pep Guardiola,Spain,18/01/1971,56116
Albert Celades,Spain,29/09/1975,56117
Ángel Cuéllar,Spain,15/09/1972,56118
Juan Carlos Moreno,Spain,19/04/1975,56119
Hristo Stoichkov,Bulgaria,08/02/1966,56120
Meho Kodro,Bosnia And Herzegovina,12/01/1967,56121
Michel Preud'homme,Belgium,24/01/1959,56123
Fernando Brassard,Mozambique,11/04/1974,56124
Paulo Pereira,Brazil,27/08/1965,56125
Pedro Henriques,Portugal,16/10/1974,56126
Marinho,Portugal,24/11/1970,56127
Devanir King,Portugal,01/07/1970,56128
Nica Panduru,Romania,11/07/1970,56129
Ricardo Gomes,Brazil,13/12/1964,56130
Dimas,Portugal,16/02/1969,56131
Paulo Madeira,Portugal,06/09/1970,56132
Paulao,Brazil,25/03/1967,56133
Cristián Uribe,Chile,01/08/1976,56134
Paulo Bento,Portugal,20/06/1969,56135
Bruno Caires,Portugal,02/04/1976,56136
Valdo,Brazil,12/01/1964,56137
Daniel Kenedy,Portugal,18/02/1974,56138
João Pinto,Portugal,19/08/1971,56139
Vítor Paneira,Portugal,16/02/1966,56140
Calado,Portugal,01/03/1974,56141
Hugo Leal,Portugal,21/05/1980,56142
Marcelo,Brazil,11/10/1969,56143
Ailton,Brazil,01/09/1963,56144
Hassan Nader,Morocco,08/07/1965,56145
Mauro Gabriel Airez,Argentina,26/10/1968,56146
Gaétan Huard,France,12/01/1962,56148
Franck Fontan,France,16/09/1973,56149
Jakob Friis-Hansen,Denmark,06/03/1967,56150
Laurent Croci,France,08/12/1964,56151
Geoffrey Toyes,France,18/05/1973,56152
Bixente Lizarazu,France,09/12/1969,56153
Pascal Philippe,France,25/02/1976,56154
Mirza Varesanovic,Bosnia And Herzegovina,31/05/1972,56155
Jean-Luc Dogon,France,13/10/1967,56156
Joachim Fernandez,Senegal,06/12/1972,56157
Kodjo Afanou,Togo,21/11/1977,56158
Daniel Dutuel,France,10/12/1967,56159
Philippe Lucas,France,01/11/1963,56160
Yannick Fischer,France,17/12/1974,56161
Sylvain N'Diaye,Senegal,25/06/1976,56162
Jean-Yves de Blasiis,France,25/09/1973,56163
Patrick Amrane,France,25/12/1973,56164
Raphael Camacho,France,29/01/1975,56165
Franck Histilloles,France,25/01/1973,56166
Régis Castant,France,15/09/1973,56167
Cedric Anselin,France,24/07/1977,56168
Bruno Da Rocha,France,25/10/1977,56169
Didier Tholot,France,02/04/1964,56170
Jérôme Geffroy,France,09/12/1975,56171
Valdeir,Brazil,31/12/1967,56172
Anthony Bancarel,France,15/05/1971,56173
Vasil Vasiliev,Bulgaria,05/06/1962,56175
Rumen Dimitrov,Bulgaria,20/02/1967,56176
Petar Shopov,Bulgaria,14/01/1978,56177
Georgi Petrov,Bulgaria,25/02/1974,56178
Todor Simeonov,Bulgaria,17/02/1976,56179
Plamen Lukov,Bulgaria,20/10/1974,56180
Georgi Markov,Bulgaria,20/01/1972,56181
Kostadin Vidolov,Bulgaria,02/05/1970,56182
Zaprian Rakov,Bulgaria,04/01/1962,56183
Anastas Petrov,Bulgaria,24/06/1973,56184
Anton Sivinov,Bulgaria,28/07/1974,56185
Anio Sadakov,Bulgaria,28/09/1961,56186
Georgi Tsvetanov,Bulgaria,03/08/1968,56187
Roumen Ivanov,Bulgaria,14/09/1973,56188
Plamen Petrov,Bulgaria,22/07/1972,56189
Veselin Gerov,Bulgaria,07/05/1970,56190
Mogens Krogh,Denmark,31/10/1963,56191
Dan Eggen,Norway,13/01/1970,56192
Aurelijus Skarbalius,Lithuania,12/05/1973,56193
Kenneth Rasmussen,Denmark,11/09/1973,56194
Sören Colding,Denmark,02/09/1972,56195
Jens Risager,Denmark,09/04/1971,56196
Per Nielsen,Denmark,15/10/1973,56197
Anders Bjerregaard,Denmark,09/07/1974,56198
Allan Ravn Jensen,Denmark,04/02/1974,56199
Thomas Thögersen,Denmark,02/04/1968,56200
Henrik Jensen,Denmark,25/10/1959,56201
Jesper Kristensen,Denmark,09/10/1971,56202
Kim Vilfort,Denmark,15/11/1962,56203
Kim Daugaard,Denmark,29/03/1974,56204
Thomas Lindrup,Denmark,21/05/1976,56205
Peter Møller,Denmark,23/03/1972,56206
Ebbe Sand,Denmark,19/07/1972,56207
Ole Bjur,Denmark,13/09/1968,56208
Ruben Bagger,Denmark,16/01/1972,56209
Sergey Dolganski,Ukraine,15/09/1974,56211
Oleg Suslov,Ukraine,01/02/1969,56212
Yuriy Sak,Ukraine,03/01/1967,56213
Denys Kolchyn,Ukraine,13/10/1977,56214
Yuriy Bukel,Ukraine,30/11/1971,56215
Vladislav Ternavski,Russia,02/05/1969,56216
Dmitriy Parfenov,Ukraine,11/09/1974,56217
Ruslan Vasylkyv,Ukraine,08/01/1973,56218
Vitaliy Skysh,Ukraine,23/08/1971,56219
Vassyl Kardash,Ukraine,14/01/1973,56220
Andrey Gashkin,Russia,06/12/1970,56221
Olexandr Zotov,Ukraine,23/02/1975,56222
Vitaliy Kolesnychenko,Ukraine,10/06/1973,56223
Alexandr Gorshkov,Russia,08/02/1970,56224
Yuri Seleznev,Ukraine,18/12/1975,56225
Alexander Kozakevych,Ukraine,09/08/1975,56226
Timerlan Huseinov,Ukraine,24/01/1968,56228
Oleg Mochulyak,Ukraine,27/09/1974,56229
Volodimir Musolitin,Ukraine,11/03/1973,56230
Vitaliy Varivonchik,Belarus,09/03/1972,56231
Andrei Satsunkevich,Belarus,18/03/1966,56232
Pavel Rodnenok,Belarus,30/07/1964,56233
Sergey Shirokiy,Belarus,26/06/1967,56234
Sergei Yaskovich,Belarus,14/01/1972,56235
Andrei Ostrovskiy,Belarus,13/09/1973,56236
Dmitriy Makarenko,Belarus,30/06/1973,56237
Alexander Lukhvich,Belarus,21/02/1970,56238
Vladimir Zhuravel,Belarus,09/06/1971,56239
Sergei Shtaniuk,Belarus,13/01/1973,56240
Vladimir Ostrikov,Belarus,21/02/1976,56241
Valentin Belkevich,Belarus,27/01/1973,56242
Antuan Maiorov,Belarus,13/08/1971,56243
Vitaliy Volodenkov,Belarus,25/04/1976,56244
Olexandr Khatskevitch,Belarus,19/10/1973,56245
Sergey Gotsmanov,USSR,27/03/1959,56246
Oleg Poutilo,Belarus,23/05/1974,56247
